doc_id,subject,subject_type,relation,object,object_type,evidence_text,confidence,extraction_method,source,llm_valid,llm_confidence,valid,error,final_confidence
59552,ISSUE,ISSUE,occurred_on,"9 am to 5 pm, Monday through Friday",TIME,"Sure, my business number is 555-1234. And yes, I want to set up a custom response for specific hours. I have a small business, and I need to let my customers know that we're open from 9 am to 5 pm, Monday through Friday.",0.9,ner,talkmap,True,0.9,,,0.9
9962,ISSUE,ISSUE,occurred_on,just few seconds,TIME,"Hi Samantha, I'm having some trouble with my Cloud Music Streaming service. Every time I try to play a song, it skips after just few seconds.",0.9,ner,talkmap,True,0.9,,,0.9
136378,ISSUE,ISSUE,occurred_on,the listed hours,TIME,"Thanks for getting in touch! I grasp that you would like to check the operating hours when you can reach our customer assistance. To obtain this information, you can visit our {{Website URL}} and navigate to the ""Contact Us"" or ""Support"" section. There, you will find the listed hours when our customer service team is available to assist you. If you have any other questions or concerns, please feel free to let me know. I'm here to help!",0.9,ner,bitext,True,0.9,,,0.9
10024,ISSUE,ISSUE,occurred_on,up to 3 years,DATE,"Yes, absolutely. We offer extended warranties for up to 3 years. Would you like me to add an additional year to your current warranty?",0.9,ner,talkmap,True,0.9,,,0.9
95160,ISSUE,ISSUE,occurred_on,the difference days,DATE,"Yes, I can take care of that for you. And I'll also apply a credit to your account for the difference days in your current billing cycle.",0.9,ner,talkmap,True,0.9,,,0.9
74847,ISSUE,ISSUE,occurred_on,a typical day,DATE,"Sorry to hear that, Minna. Let me see if I can help you troubleshoot the issue. Can you tell me what kind of device are you using? And can you give me an idea of how much data you're using on a typical day?",0.9,ner,talkmap,True,0.9,,,0.9
10175,ISSUE,ISSUE,occurred_on,"February 12th, 1990",DATE,"Okay, my name is Kelled K-A-T-H-E-R-I-N-E, and my phone of birth is February 12th, 1990.",0.9,ner,talkmap,True,0.9,,,0.9
59288,ISSUE,ISSUE,occurred_on,7 am to 9 pm,TIME,"Sure thing, Giovanni. Let me guide you through the process. To set up content filtering, go log in to your Union Mobile account online, click on ""Account Management"", then ""Parental Controls"", and select the types of content you'd like to block. For time limits, you can set daily schedule for when you want their device to be accessible, say for example, 7 am to 9 pm.",0.9,ner,talkmap,True,0.9,,,0.9
10253,ISSUE,ISSUE,occurred_on,the first quarter,DATE,"The Premium Plan is $10 per month, plus taxes and fees. But don can offer you a discount for the first three months, so it wouldll be $60 per month for the first quarter. Would",0.9,ner,talkmap,True,0.9,,,0.9
59261,ISSUE,ISSUE,occurred_on,about an hour,TIME,"Sure. I'm using the built-in projection feature on my phone, and I'm usually projecting for about an hour or two at a time.",0.9,ner,talkmap,True,0.9,,,0.9
10350,ISSUE,ISSUE,occurred_on,six-month,DATE,"Excellent. I've set up a six-month payment plan for your outstanding balance. Your first payment will be due today, and then subsequent payments will be due on the same date each month for the next five months. Is there anything else I can assist you with today, Meaghan?",0.9,ner,talkmap,True,0.9,,,0.9
10350,ISSUE,ISSUE,occurred_on,the same date each month,DATE,"Excellent. I've set up a six-month payment plan for your outstanding balance. Your first payment will be due today, and then subsequent payments will be due on the same date each month for the next five months. Is there anything else I can assist you with today, Meaghan?",0.9,ner,talkmap,True,0.9,,,0.9
10350,ISSUE,ISSUE,occurred_on,the next five months,DATE,"Excellent. I've set up a six-month payment plan for your outstanding balance. Your first payment will be due today, and then subsequent payments will be due on the same date each month for the next five months. Is there anything else I can assist you with today, Meaghan?",0.9,ner,talkmap,True,0.9,,,0.9
59144,ISSUE,ISSUE,occurred_on,the first month's,DATE,"Alright, that sounds good. Additionally, we offer a one-time discount of 10% on the first month's bill for new customers. Would you like to take advantage of this offer?",0.9,ner,talkmap,True,0.9,,,0.9
59147,ISSUE,ISSUE,occurred_on,25 hours,TIME,"Sure thing, Nola. There may be some additional fees associated with using your phone internationally, such as roaming charges or data usage fees. However, we have a feature called ""International Data Pass"" that can you to use your data abroad without incurring any additional charges. You can purchase that pass for $5 per day, and it'll give you 25 hours of data usage in the country you're visiting.",0.9,ner,talkmap,True,0.9,,,0.9
59019,ISSUE,ISSUE,occurred_on,about a week ago,DATE,"It's a Samsung Galaxy S21, and the issue started about a week ago. I was hoping to charge it, and the screen just went black.",0.9,ner,talkmap,True,0.9,,,0.9
10406,ISSUE,ISSUE,occurred_on,February 15th,DATE,"My phone number is 555-555-5555, and the call was made on February 15th.",0.9,ner,talkmap,True,0.9,,,0.9
91370,ISSUE,ISSUE,occurred_on,two months,DATE,"Of course, Malcolm. I me just check on that for you. It looks like your rewards points are set to expire in two months. Is there anything else you'd like to know or any concerns way I can assist you today?",0.9,ner,talkmap,True,0.9,,,0.9
10566,ISSUE,ISSUE,occurred_on,at least 10 seconds,TIME,"To reset your IoartThings hub to its factory settings, you'll need to press and hold the button on the back of the device for at least 10 seconds. You'll know it's reset when the LED light on the front starts blinking. Then, you can follow the instructions in the SmartThings app to re up the device again and configure the VPN settings.",0.9,ner,talkmap,True,0.9,,,0.9
10775,ISSUE,ISSUE,occurred_on,every few seconds,TIME,"Yeah, sure. I'm having trouble streaming videos on my phone. It keeps buffering and pausing every few seconds.",0.9,ner,talkmap,True,0.9,,,0.9
136503,ISSUE,ISSUE,occurred_on,the specified hours,TIME,"Thank you for reaching out! I completely understand your need to check the hours when you can contact our customer service team. Our customer service is available during our {{Customer Support Hours}}. You can reach out to them through our hotline at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Website URL}}. They will be more than happy to assist you with any questions or concerns you may have during the specified hours. If there's anything else I can help you with, please let me know.",0.9,ner,bitext,True,0.9,,,0.9
74985,ISSUE,ISSUE,occurred_on,month1-month,DATE,"I apologize for the inconvenience, Laura. It looks like there might be a technical issue on our end. I'm going to escalate this issue to our technical team, and they'll get on resolving it as soon as possible. In the meantime, I cand like to offer you a complimentary month1-month subscription to our Premium VPN plan as a gesture of goodwill for the inconvenience you've experienced. Would you like to accept that offer?",0.9,ner,talkmap,True,0.9,,,0.9
75050,ISSUE,ISSUE,occurred_on,around 500 minutes and 1000,TIME,"Well, I usually use around 500 minutes and 1000 texts. But I'm not sure if that's enough best plan for me.",0.9,ner,talkmap,True,0.9,,,0.9
75069,ISSUE,ISSUE,occurred_on,1 PM,TIME,"Sorry to hear that. In that case, I'd going to go ahead and schedule an technician visit to your location to take a closer look at the issue. Would tomorrow morning 1 PM work for you?",0.9,ner,talkmap,True,0.9,,,0.9
75088,ISSUE,ISSUE,occurred_on,Updates,DATE,"Okay, that's good to know. Now, let's check for any software updates. Go to the thermostat's settings menu and look for an option called ""Software Update"" or ""Check for Updates."" Follow the prompts to download and install any available updates.",0.9,ner,talkmap,True,0.9,,,0.9
10996,ISSUE,ISSUE,occurred_on,at least 90 days,DATE,"I understand. Our policy states that devices must be out of contract for at least 90 days before they can be eligible for recycling. But don't worry, Maryjane. we can offer you a different option. We have a trade-in program that allows you to trade in your old device for a gift card. Would you like me to look into that for you?",0.9,ner,talkmap,True,0.9,,,0.9
116886,ISSUE,ISSUE,occurred_on,the last month,DATE,what do I need to do to get the invoice from the last month?,0.9,ner,bitext,True,0.9,,,0.9
116889,ISSUE,ISSUE,occurred_on,eight months ago,DATE,getting invoices from eight months ago,0.9,ner,bitext,True,0.9,,,0.9
116912,ISSUE,ISSUE,occurred_on,seven months ago,DATE,get invoices from seven months ago,0.9,ner,bitext,True,0.9,,,0.9
116323,ISSUE,ISSUE,occurred_on,7 last weeks,DATE,i have to download my bills from 7 last weeks i need help,0.9,ner,bitext,True,0.9,,,0.9
116387,ISSUE,ISSUE,occurred_on,November,DATE,get invoice from November,0.9,ner,bitext,True,0.9,,,0.9
58245,ISSUE,ISSUE,occurred_on,one-month,DATE,"Thank you, Nona. I've checked on the issue, and it looks like there was a technical glitch that prevented you from accessing the training module. I've escalated the issue to our technical team, and they should be contacting you within the next 24 hours to resolve the issue. In the meantime, I'd like to offer you a complimentary one-month subscription to our premium cybersecurity software to help protect your device from potential threats. Would you like to take advantage of this offer?",0.9,ner,talkmap,True,0.9,,,0.9
116515,ISSUE,ISSUE,occurred_on,January,DATE,getting invoice from January,0.9,ner,bitext,True,0.9,,,0.9
116537,ISSUE,ISSUE,occurred_on,6 last weeks,DATE,how do I download the invoive from 6 last weeks?,0.9,ner,bitext,True,0.9,,,0.9
11254,ISSUE,ISSUE,occurred_on,every hour,TIME,"That makes sense. In rate limit varies depending on the specific API endpoint and the type of request you're making. For the endpoint you're using, the rate limit is set10 requests per minute. If you're making requests every hour, you should be well within the limit.",0.9,ner,talkmap,True,0.9,,,0.9
11267,ISSUE,ISSUE,occurred_on,quarterly,DATE,"We have a robust system in place for tracking and paying royalties to our content partners. We typically pay royalties on a quarterly basis, and we provide detailed reporting on help you track your earnings and understand how your content is performing.",0.9,ner,talkmap,True,0.9,,,0.9
116689,ISSUE,ISSUE,occurred_on,four last years,DATE,can uhelp me getting the bill from four last years,0.9,ner,bitext,True,0.9,,,0.9
58222,ISSUE,ISSUE,occurred_on,200-300 minutes,TIME,"Well, I don't use my phone too much. I mostly just use it for calls and texts. Maybe maybe use 200-300 minutes and send500-700 texts per month. I don't really use data for streaming or gaming.",0.9,ner,talkmap,True,0.9,,,0.9
58227,ISSUE,ISSUE,occurred_on,100-minute,TIME,"Absolutely. Our 100-minute plan costs $40 per month, and there are no additional fees for calls made within your allotted time. However, if you exceed your limit, you will be charged $0.20 per minute.",0.9,ner,talkmap,True,0.9,,,0.9
58117,ISSUE,ISSUE,occurred_on,2-4 pm,TIME,"Actuallytime between 2-4 pm today would be great, thanks.",0.9,ner,talkmap,True,0.9,,,0.9
11469,ISSUE,ISSUE,occurred_on,the first 12 months,DATE,"I understand your frustration, Rochelle, but I'm afraid I cannot assist you with that request. Our policy states that we cannot cancel a plan and switch you to a different carrier within the first 12 months of your contract.",0.9,ner,talkmap,True,0.9,,,0.9
58029,ISSUE,ISSUE,occurred_on,the past few24 hours,DATE,"Thanks you, Lelia. I've checked on the network status in your area, and it looks like there have been some reported issues with network congestion in the past few24 hours. We're working on resolving the issue as soon as possible, but in the meantime, I can offer you a complimentary upgrade to our Turium plan, which will give you higher priority data and a dedicated streaming server. Would you like me to apply that upgrade for you?",0.9,ner,talkmap,True,0.9,,,0.9
91119,ISSUE,ISSUE,occurred_on,January 15th of this year,DATE,"Sure, it was purchased on January 15th of this year.",0.9,ner,talkmap,True,0.9,,,0.9
11510,ISSUE,ISSUE,occurred_on,December 31st of this year,DATE,"Great, thank you. Just give me a moment to check on that for you. Okay, I've checked the system and your gift card is set to expire on December 31st of this year. Is there anything else I can help you with today?",0.9,ner,talkmap,True,0.9,,,0.9
57985,ISSUE,ISSUE,occurred_on,1632,DATE,"Okay, it's 1632.",0.9,ner,talkmap,True,0.9,,,0.9
11565,ISSUE,ISSUE,occurred_on,1234567890123456,DATE,"Sure, it's 1234567890123456.",0.9,ner,talkmap,True,0.9,,,0.9
136583,ISSUE,ISSUE,occurred_on,the contact hours,TIME,"We're here for you! I'm aware that you are looking for information about the hours when you can reach our customer service team. To find the contact hours, I recommend visiting our website or checking the contact page. The contact page usually contains all the relevant information, including the hours when our customer service is available for assistance. If you are unable to find the information on the website, I would be more than happy to provide you with the contact hours. Please let me know if there's anything else I can assist you with!",0.9,ner,bitext,True,0.9,,,0.9
11582,ISSUE,ISSUE,occurred_on,3 days,DATE,"Hi Germaine, I'm calling about my phone repair. I had called last week and was told that it would be fixed within 3 days, but it's still not working properly.",0.9,ner,talkmap,True,0.9,,,0.9
57867,ISSUE,ISSUE,occurred_on,about 3 years,DATE,"Yes, I'm on the Unlimited Data Plan and I've been a customer for about 3 years now.",0.9,ner,talkmap,True,0.9,,,0.9
90960,ISSUE,ISSUE,occurred_on,about a year old,DATE,"Sure. I have a Union Mobile smartphone and it's about a year old. Lately, the battery has been draining really quickly and sometimes it shuts off unexpectedly.",0.9,ner,talkmap,True,0.9,,,0.9
57784,ISSUE,ISSUE,occurred_on,the 15th of next month,DATE,"Of course! Your new plan will be 10GB of data, unlimited talk and text, and access to our fastest speeds. The changes will take effect on your next billing cycle, which is on the 15th of next month. You'll receive a email confirmation with all the details. Is there anything else I can assist you with today, Vicie?",0.9,ner,talkmap,True,0.9,,,0.9
57732,ISSUE,ISSUE,occurred_on,a 30 seconds,TIME,"Greatat! Let me guide you through the steps. First, open to your phone's settings, then select ""Apps', followed by 'Backup & reset'. From there, select 'Backup & reset' again, and finally, toggle off the 'Backup' switch. After that, wait for a 30 seconds before turning it back on.",0.9,ner,talkmap,True,0.9,,,0.9
57468,ISSUE,ISSUE,occurred_on,the 15th of every month,DATE,"Thank you, Carlton. One moment please while I check on your account. Okay, I see that your billing cycle is currently set to the 15th of every month. Would you like me to change it to the 1st of every month going?",0.9,ner,talkmap,True,0.9,,,0.9
136648,ISSUE,ISSUE,occurred_on,the working hours,TIME,Thanks for getting in touch! I grasp that you would like to know the working hours of our customer support team. Our dedicated team is available to assist you during {{Customer Support Hours}}. We strive to provide you with the best assistance at your convenience. Is there anything else I can help you with?,0.9,ner,bitext,True,0.9,,,0.9
12111,ISSUE,ISSUE,occurred_on,just a few more minutes,TIME,"Alright, I've checked your account and it looks like everything else is in order. Our technical team is still working on resolving the issue with international roaming. Can you please hold for just a few more minutes?",0.9,ner,talkmap,True,0.9,,,0.9
90933,ISSUE,ISSUE,occurred_on,about30 seconds,TIME,"Alright, let's try resetting your router. Sometimes that can help resolve connectivity issues. Can you unplug the power cord from the back of the router for about30 seconds and then plug it back in?",0.9,ner,talkmap,True,0.9,,,0.9
57418,ISSUE,ISSUE,occurred_on,a few days to a week,DATE,"It usually takes a few days to a week, depending on the complexity of the case. But rest assured, we'll keep you updated throughout the process. And once we've resolved the issue, we'll reverse the charges and you'll receive a refund.",0.9,ner,talkmap,True,0.9,,,0.9
57364,ISSUE,ISSUE,occurred_on,over 5 years,DATE,"Sure, my account number is . The person I spoke with last week said I could upgrade my phone because I've been a loyal customer for over 5 years, but when I got to the store, they said I needed to have a certain plan to be eligible for the upgrade.",0.9,ner,talkmap,True,0.9,,,0.9
57378,ISSUE,ISSUE,occurred_on,500 Minute,TIME,"Absolutely, we have a few options for that. Our 500 Minute plan might be a good fit for you. It includes 500 minutes, unlimited texts, and 5GB of data for Would you like me to add that to your account?",0.9,ner,talkmap,True,0.9,,,0.9
75493,ISSUE,ISSUE,occurred_on,hours for hours,TIME,"Yes, I've been trying to get help for hours for hours now My phone isn't working properly and I'm getting really frustrated.",0.9,ner,talkmap,True,0.9,,,0.9
136662,ISSUE,ISSUE,occurred_on,Monday,DATE,"Your message means a lot! I'm aligned with the idea that you need assistance to determine the hours when you can reach our customer assistance team. Our customer service team is available to assist you during the following hours: - Monday to Friday: 9 AM to 6 PM - Saturday: 10 AM to 4 PM - Sunday: Closed If you have any further questions or concerns, please feel free to let me know. I'm here to help!",0.9,ner,bitext,True,0.9,,,0.9
136662,ISSUE,ISSUE,occurred_on,9 AM to 6 PM - Saturday,TIME,"Your message means a lot! I'm aligned with the idea that you need assistance to determine the hours when you can reach our customer assistance team. Our customer service team is available to assist you during the following hours: - Monday to Friday: 9 AM to 6 PM - Saturday: 10 AM to 4 PM - Sunday: Closed If you have any further questions or concerns, please feel free to let me know. I'm here to help!",0.9,ner,bitext,True,0.9,,,0.9
136662,ISSUE,ISSUE,occurred_on,10 AM to 4 PM - Sunday,TIME,"Your message means a lot! I'm aligned with the idea that you need assistance to determine the hours when you can reach our customer assistance team. Our customer service team is available to assist you during the following hours: - Monday to Friday: 9 AM to 6 PM - Saturday: 10 AM to 4 PM - Sunday: Closed If you have any further questions or concerns, please feel free to let me know. I'm here to help!",0.9,ner,bitext,True,0.9,,,0.9
12208,ISSUE,ISSUE,occurred_on,1000-minute,TIME,"That's definitely an option, Felton. The 1000-minute plan would give you a lot more flexibility with peace of mind. However, before we make any changes, I just want to check-check that you're aware of our other options. For you considered our unlimited Plan? It might be a better fit for your needs, especially if you find yourself using your phone aently.",0.9,ner,talkmap,True,0.9,,,0.9
57231,ISSUE,ISSUE,occurred_on,3 PM,TIME,"Sure, it was backed up on January 1st at 3 PM.",0.9,ner,talkmap,True,0.9,,,0.9
57235,ISSUE,ISSUE,occurred_on,December 31st,DATE,"Thank you, Sophia. I've successfully verified your identity. Now, let me check on your device's warranty status. It looks like your device is still under warranty. The warranty expiration date is December 31st, 2022.",0.9,ner,talkmap,True,0.9,,,0.9
57235,ISSUE,ISSUE,occurred_on,2022,DATE,"Thank you, Sophia. I've successfully verified your identity. Now, let me check on your device's warranty status. It looks like your device is still under warranty. The warranty expiration date is December 31st, 2022.",0.9,ner,talkmap,True,0.9,,,0.9
57253,ISSUE,ISSUE,occurred_on,a few extra days,DATE,"I'm going to send you a link via email that will allow you to order the headset directly from our supplier. It might take a few extra days to arrive, but you should be able to get it by the end of the week.",0.9,ner,talkmap,True,0.9,,,0.9
57253,ISSUE,ISSUE,occurred_on,the end of the week,DATE,"I'm going to send you a link via email that will allow you to order the headset directly from our supplier. It might take a few extra days to arrive, but you should be able to get it by the end of the week.",0.9,ner,talkmap,True,0.9,,,0.9
12359,ISSUE,ISSUE,occurred_on,a period of two years,DATE,"Absolutely. Our warranty plan for phone accessories provides coverage for defects and malfunctions for a period of two years. It also includes accidental damage coverage, so if your battery case gets damaged accidentally, you'll be able to get a replacement or repair without any additional cost.",0.9,ner,talkmap,True,0.9,,,0.9
12374,ISSUE,ISSUE,occurred_on,1GB00 minute,TIME,"Okay, it sounds like you might benefit from a plan with more minutes and possibly a higher data allow. Let me check some options for you. It looks like our 1GB00 minute plan with 5GB of data would be a good fit for your needs. Would you like me to switch you over that plan?",0.9,ner,talkmap,True,0.9,,,0.9
12520,ISSUE,ISSUE,occurred_on,2 years,DATE,"Absolutely. Our extended warranty option provides coverage for accidental damage, such as drops or spills, and also extends the duration of the warranty to 2 years. It's $20 per month, and you can cancel at any time. Would you like to add this feature to your plan?",0.9,ner,talkmap,True,0.9,,,0.9
57011,ISSUE,ISSUE,occurred_on,less than 12 months old,DATE,"Great, thank you for providing that. According to our records, your policy does cover device insurance. To confirm, the criteria for device eligibility under your policy includes devices that are less than 12 months old and have not been damaged or lost. Additionally, the device must be in good working condition and have all outstanding balances or payments due.",0.9,ner,talkmap,True,0.9,,,0.9
90775,ISSUE,ISSUE,occurred_on,a later date,DATE,"One thing to note is that our Premium Device Protection plan has a monthly fee of $15 per month. However, we you were to need your plan and then decide to re-enroll at a later date, you would need to pay a react-enrollment fee of $50. Additionally, there may be certain exclusions or limitations that apply to such as damage caused by intentional acts or natural disasters. But overall, our Premium Device Protection plan offers comprehensive coverage and peace of mind for your device.",0.9,ner,talkmap,True,0.9,,,0.9
12597,ISSUE,ISSUE,occurred_on,6-12 months,DATE,"Alright, I'd recommend checking the connection between and making sure that the camera is properly plugged in. If that doesn't work, we can send a technician to take a look at it. Now for the smoke detectors, it's recommended to change the batteries every 6-12 months. You you checked the manufacturer's instructions for specific guidance?",0.9,ner,talkmap,True,0.9,,,0.9
75754,ISSUE,ISSUE,occurred_on,month every month,DATE,"Greatsolutely! We offer three different data add-ons: 1GB for $10, 3GB for $20, and 5GB for $30. These add-ons can be purchased on a one-time basis or automatically added to your month every month. Which option sounds best for you?",0.9,ner,talkmap,True,0.9,,,0.9
56788,ISSUE,ISSUE,occurred_on,30 texts per month,DATE,"Certainly, Artie! The Roam Abroad plan is priced at $40 per month. With this plan, you'll get 5GB of data, 30 minutes of international calls, and 30 texts per month. Additionally additional usage will be charged at our standard rates, which I can provide you with more information on that if you'd like.",0.9,ner,talkmap,True,0.9,,,0.9
56569,ISSUE,ISSUE,occurred_on,the hour,TIME,No. Just get my phone fixed and call it back to me as soon as possible. And make sure I receive a call back from a supervisor within the hour.,0.9,ner,talkmap,True,0.9,,,0.9
56585,ISSUE,ISSUE,occurred_on,1 year,DATE,"Great, thank you for providing that information, Paula. After checking on your purchase, I see that your phone stand is indeed still under warranty. The warranty period for this device is 1 year, and it covers manufacturing defects and",0.9,ner,talkmap,True,0.9,,,0.9
136764,ISSUE,ISSUE,occurred_on,our available hours,TIME,"Your message means a lot! I'm aligned with the idea that you need help on how to connect with our customer support team. To talk with our customer support, you can reach out to them through various channels. You can call our dedicated support phone number at {{Customer Support Phone Number}} during our available hours. Additionally, you can also reach out to our support team via live chat on our website at {{Website URL}}. If you prefer, you can also send an email to our support email address at {{Customer Support Email}}. Our customer support team is here to assist you and provide the help you need. Feel free to reach out through your preferred communication channel. Is there anything else I can assist you with?",0.9,ner,bitext,True,0.9,,,0.9
13080,ISSUE,ISSUE,occurred_on,last Saturday,DATE,"It was on last Saturday, around 3 pm.",0.9,ner,talkmap,True,0.9,,,0.9
13080,ISSUE,ISSUE,occurred_on,around 3 pm,TIME,"It was on last Saturday, around 3 pm.",0.9,ner,talkmap,True,0.9,,,0.9
56395,ISSUE,ISSUE,occurred_on,24-month,DATE,"Great you, Melissa. Now, let's discuss your financing options. We offer several plans that can fit your budget and needs. We have a 0% interest plan for 6 months, a 12-month plan with a low interest rate, and a 24-month plan with a slightly higher interest rate but lower monthly payments. Which option sounds best for you?",0.9,ner,talkmap,True,0.9,,,0.9
56372,ISSUE,ISSUE,occurred_on,same-day,DATE,"I understand, but unfortunately, we can't guarantee same-day service. However, I can offer you a discount on your next bill as the inconvenience. Would you like me to apply that to your account?",0.9,ner,talkmap,True,0.9,,,0.9
56350,ISSUE,ISSUE,occurred_on,a minutes,TIME,"Hi Albertha! Yeah, I'm actually looking to switch to a minutes-based plan. I've been on a data-only plan for a while now, but I've realized that I need a minutes. Can you help me with that?",0.9,ner,talkmap,True,0.9,,,0.9
90630,ISSUE,ISSUE,occurred_on,around 8pm yesterday night,TIME,"Yes, it was around 8pm yesterday night.",0.9,ner,talkmap,True,0.9,,,0.9
76078,ISSUE,ISSUE,occurred_on,a year old,DATE,"Okay to hear that. Unfortunately, our protection plan only covers accidental damage for the first of the device's purchase. Since your device is over a year old, we won't be able to cover the repair or replacement under the protection plan.",0.9,ner,talkmap,True,0.9,,,0.9
56127,ISSUE,ISSUE,occurred_on,a typical month,DATE,"Great, thank you for providing that information, Carolann. Now, let's take a closer look at your data usage. Can you tell me a little bit more about your current plan and how much data you're using on a typical month?",0.9,ner,talkmap,True,0.9,,,0.9
76080,ISSUE,ISSUE,occurred_on,the first 30 days,DATE,"Of course, no problem at all! I completely understand. Fe give us a call back whenever you're ready, and we'll be happy to help you with whatever you decide. And don't forget, we have a 30-day satisfaction guarantee, so if you change your mind within the first 30 days, we'll gladly refund any charges.",0.9,ner,talkmap,True,0.9,,,0.9
136803,ISSUE,ISSUE,occurred_on,these designated hours,TIME,Your input is valuable! I'm picking up that you need assistance in finding out the specific hours during which you can contact our customer support. Our dedicated team is available to assist you during {{Customer Support Hours}}. You can reach us through {{Customer Support Phone Number}} or via live chat on our website at {{Website URL}}. We strive to provide prompt and helpful support within these designated hours. Is there anything else I can help you with?,0.9,ner,bitext,True,0.9,,,0.9
13378,ISSUE,ISSUE,occurred_on,more international minutes,TIME,"Absolutely, Carlos. I can offer you a few options to help you avoid unexpected charges in the future. Firstly, you can upgrade your plan to include more international minutes. Or, you can use our international calling app, which offers competitive rates for calls made outside of your plan. Additionally, I can set up alerts on your account to notify you when you're approaching your minute limit. Which option sounds best to you?",0.9,ner,talkmap,True,0.9,,,0.9
13472,ISSUE,ISSUE,occurred_on,about a month,DATE,"Sure, I've been using them for about a month now, and I noticeve noticed that the battery life has been decreasing steadily. I' use them for about 2 hours a day, and they used to last me about 4 days on a single charge. But, I's more like 2-3 days.",0.9,ner,talkmap,True,0.9,,,0.9
13472,ISSUE,ISSUE,occurred_on,about 2 hours,TIME,"Sure, I've been using them for about a month now, and I noticeve noticed that the battery life has been decreasing steadily. I' use them for about 2 hours a day, and they used to last me about 4 days on a single charge. But, I's more like 2-3 days.",0.9,ner,talkmap,True,0.9,,,0.9
90547,ISSUE,ISSUE,occurred_on,the next two hours,TIME,"I understand how frustrating this must be for you, Pamela. Let me check on your account status. It looks like there was an issue with your latest payment, which caused your account to be temporarily locked. I apolog't unlock it myself, but I can escalate this issue to our technical team and they'll get back to you within the next two hours with a resolution. In the meantime, would you like me to assist you with making a payment over the phone?",0.9,ner,talkmap,True,0.9,,,0.9
13472,ISSUE,ISSUE,occurred_on,about 4 days,DATE,"Sure, I've been using them for about a month now, and I noticeve noticed that the battery life has been decreasing steadily. I' use them for about 2 hours a day, and they used to last me about 4 days on a single charge. But, I's more like 2-3 days.",0.9,ner,talkmap,True,0.9,,,0.9
13606,ISSUE,ISSUE,occurred_on,500-minute,TIME,"Sure, I'm currently on the 500-minute plan, but I find myself constantly running out of minutes. I'm not sure if I should upgrade to the 1000-minute plan or if there's a different plan that would suit me better.",0.9,ner,talkmap,True,0.9,,,0.9
13616,ISSUE,ISSUE,occurred_on,March 20th to April 15th,DATE,"Okay, I'll be traveling to Europe from March 20th to April 15th.",0.9,ner,talkmap,True,0.9,,,0.9
13643,ISSUE,ISSUE,occurred_on,around 100 minutes,TIME,"Sure, I'm currently on the $30 per month plan, and I usually use around 2GB of data, make around 100 minutes of calls, and send about 500 texts.",0.9,ner,talkmap,True,0.9,,,0.9
55810,ISSUE,ISSUE,occurred_on,the next 24 hours 48 hours,TIME,"They'll usually call you back within the next 24 hours 48 hours. In the meantime, I recommend that you continue to use your phone as you normally would and keep an eye out for any suspicious activity.",0.9,ner,talkmap,True,0.9,,,0.9
55752,ISSUE,ISSUE,occurred_on,weekly,DATE,"Absolutely. Our payment plans are flexible and can be tailored to fit your specific needs. You can choose to make weekly, bi-weekly, or monthly payments, whichever works best for you. Additionally, we offer a grace period of 10 days before late fees are applied, so you have plenty of time to make your payments. Would you like me to set up a payment plan for you?",0.9,ner,talkmap,True,0.9,,,0.9
55711,ISSUE,ISSUE,occurred_on,Friday,DATE,"Of course, their number is 1-800-123-4567. They're available through Friday from 9am to 5pm.",0.9,ner,talkmap,True,0.9,,,0.9
55711,ISSUE,ISSUE,occurred_on,9am to 5pm,TIME,"Of course, their number is 1-800-123-4567. They're available through Friday from 9am to 5pm.",0.9,ner,talkmap,True,0.9,,,0.9
13789,ISSUE,ISSUE,occurred_on,0123,DATE,"My name is Tony Smith, and my account PIN is 0123.",0.9,ner,talkmap,True,0.9,,,0.9
90528,ISSUE,ISSUE,occurred_on,a year,DATE,That can't be right. I thought I was eligible for an upgrade after a year.,0.9,ner,talkmap,True,0.9,,,0.9
76165,ISSUE,ISSUE,occurred_on,90-day,DATE,"Sure, with our mail-in repair service, you can send your phone to us and we'll repair it for you. The cost varies depending on the type of repair needed, but it's generally around $100-$200. We also offer a 90-day warranty on all repairs.",0.9,ner,talkmap,True,0.9,,,0.9
95600,ISSUE,ISSUE,occurred_on,voice minutes,TIME,"Yes, absolutely! You can set up alerts for voice minutes, texts, and data usage. That can even set up custom alerts for specific times of day or specific days of the week.",0.9,ner,talkmap,True,0.9,,,0.9
55481,ISSUE,ISSUE,occurred_on,about 2 years ago,DATE,"It's a Union Mobile X45, and I bought it about 2 years ago.",0.9,ner,talkmap,True,0.9,,,0.9
14069,ISSUE,ISSUE,occurred_on,around 3 PM,TIME,"Yes, it was on January 15th at around 3 PM.",0.9,ner,talkmap,True,0.9,,,0.9
76283,ISSUE,ISSUE,occurred_on,about 15 seconds,TIME,"Great, that means the router is receiving power. Now, let's try to reset the router to its factory settings. To do this, you'll need to press and hold the small button on the back of the router for about 15 seconds.",0.9,ner,talkmap,True,0.9,,,0.9
55315,ISSUE,ISSUE,occurred_on,250 minutes,TIME,"Absolutely, Judi. Our International Roaming Plan 1 includes 5GB of data and 250 minutes of international calling, while Plan 2 includes unlimited data and 500 minutes of international calling. Additionally, Plan 2 also includes access to streaming services like Netflix and Hulu while abroad.",0.9,ner,talkmap,True,0.9,,,0.9
