text,label
Richie,PERSON
Union Mobile,ORG
a good day,DATE
cancel,ACTION
Ruie,PERSON
Union Mobile,ORG
Alvina,PERSON
IoT,ORG
Cloud Backup,ORG
Business Pro,ORG
10,CARDINAL
GB,GPE
June,DATE
First,ORDINAL
USB,ORG
Cassandra,PERSON
reset,ACTION
cancel,ACTION
5,CARDINAL
GB,GPE
upgrade,ACTION
data plan,SERVICE
Susanne,PERSON
Erie,GPE
Myles,PERSON
Greggory,ORG
Union Mobile,ORG
Jim,PERSON
today,DATE
Allie,PERSON
today,DATE
Casey,PERSON
Emelia,ORG
Gino,PERSON
Lester,PERSON
Union Mobile,ORG
a great day,DATE
Ivory,GPE
today,DATE
20,MONEY
up to 5,CARDINAL
1,MONEY
Data,ORG
Union Mobile,ORG
Katherine,PERSON
today,DATE
Abbie,PERSON
Union Mobile,ORG
Juanita,PERSON
today,DATE
Floy,PERSON
Willa,PERSON
sim card,PRODUCT
Gwendolyn,PERSON
router,PRODUCT
Netflix,ORG
YouTube,ORG
Mexico,GPE
Garth,PERSON
Bryce,PERSON
today,DATE
Felix,PERSON
Coleen,PERSON
Nonie,PERSON
Bradford,PERSON
Patricia,PERSON
Brooklyn,GPE
today,DATE
my Mobile Device Management,ORG
Union Mobile,ORG
Brice,PERSON
Union Mobile,ORG
Vaughn,PERSON
today,DATE
Elsa,PERSON
a few years,DATE
Alpha,ORG
today,DATE
SMS,ORG
David,PERSON
Serena,PERSON
Charlotte,GPE
Trina,PERSON
PIN,ORG
Ines,PERSON
Hassan,PERSON
Peggy,PERSON
Union Mobile,ORG
Kegan,PERSON
Jasper,PERSON
today,DATE
Union Mobile,ORG
today,DATE
Bradley,PERSON
Mikel,PERSON
today,DATE
Tara,PERSON
Pamela,PERSON
Sofia,PERSON
Alfredo,PERSON
Jamar,PERSON
Tom,PERSON
1234567890,CARDINAL
Mercedes,ORG
Union Mobile,ORG
Doris,PERSON
Gretta,PERSON
First,ORDINAL
the Settingsaxy Wearable,LAW
Naomi,PERSON
PIN,ORG
Homer,PERSON
Molly,PERSON
Union Mobile,ORG
Mina,PERSON
today,DATE
Brice,PERSON
Union Mobile,ORG
Edith,PERSON
today,DATE
Jessica,PERSON
Union Mobile,ORG
Nan,PERSON
today,DATE
Mobile TV,ORG
afternoon,TIME
Union Mobile,ORG
Gilda,PERSON
today,DATE
Erna,PERSON
Firstly,ORDINAL
data plan,SERVICE
Loretta,PERSON
today,DATE
Skye,PERSON
Brook,PERSON
days,DATE
PIN,ORG
1234,CARDINAL
Quinten,PERSON
roaming,SERVICE
next week,DATE
Murray,PERSON
Candi,PERSON
5,CARDINAL
GB,GPE
data plan,SERVICE
upgrade,ACTION
Joann,PERSON
Wilma,PERSON
Union Mobile,ORG
Union Mobile,ORG
today,DATE
Darrel,PERSON
Judith,PERSON
today,DATE
Avis,PERSON
Union Mobile,ORG
Damon,PERSON
today,DATE
Lorelei,PERSON
1234567890,CARDINAL
IoT,ORG
ABC0123456789,ACCOUNT_ID
Kris,PERSON
Sharlene,PERSON
Stella,PERSON
Union Mobile,ORG
a great day,DATE
next Wednesday,DATE
2 PM,TIME
Carole,PERSON
Ricardo,PERSON
Lukas,PERSON
a few minutes,TIME
Annabelle,PERSON
Union Mobile,ORG
Elena,PERSON
IoT,ORG
voicemail,SERVICE
Kathryn,PERSON
Union Mobile,ORG
Union Mobile,ORG
Bruce,PERSON
Esther,PERSON
Birtie,ORG
upgrade,ACTION
Paul,PERSON
Union Mobile,ORG
Edith,PERSON
today,DATE
Location Services,WORK_OF_ART
Reset,ACTION
Brannon,PERSON
a few days,DATE
Katy,PERSON
PIN,ORG
1234,CARDINAL
Polly,PERSON
Katharyn,PERSON
Business Pro,ORG
upgrade,ACTION
Business Pro,ORG
Elvera,PERSON
Nancy,PERSON
Gloria,PERSON
Rochelle,PERSON
Bernita,ORG
Albina,GPE
today,DATE
the next hour,TIME
Antonette,PERSON
upgrade,ACTION
data plan,SERVICE
today,DATE
Emilie,PERSON
Union Mobile,ORG
Aric,PERSON
today,DATE
Isiah,PERSON
Russell,PERSON
Bobby,PERSON
Wi-Fi,ORG
John,PERSON
1234567890,CARDINAL
Roaming,SERVICE
10,MONEY
100,CARDINAL
MB,ORG
100 minutes,TIME
100,CARDINAL
roaming,SERVICE
voicemail,SERVICE
Bessie,PERSON
reset,ACTION
voicemail,SERVICE
100%,PERCENT
Mittie,PERSON
1234,CARDINAL
Amanda,PERSON
Jana,PERSON
IoT,ORG
Ramiro,PERSON
Union Mobile,ORG
today,DATE
Union Mobile,ORG
Vera,ORG
today,DATE
Wilbert,PERSON
upgrade,ACTION
Meghan Smith,PERSON
123,CARDINAL
First,ORDINAL
Maribeth,PERSON
Autumn,DATE
next Wednesday,DATE
Jeanine,PERSON
Union Mobile,ORG
Wilfred,PERSON
data plan,SERVICE
today,DATE
PIN,ORG
one,CARDINAL
15,MONEY
200 minutes,TIME
more than 200 minutes,TIME
Breana,PERSON
Allen,PERSON
1234567890,CARDINAL
next month,DATE
Michaela,PERSON
roaming,SERVICE
Kate,PERSON
Donn,PERSON
20,CARDINAL
GB,GPE
60,MONEY
Roxana,PERSON
a good day,DATE
Nathaniel,PERSON
Leo,PERSON
1234567890,CARDINAL
10,CARDINAL
GB,GPE
first,ORDINAL
the Union Mobile,ORG
"the ""Call Forwarding",WORK_OF_ART
Benita,PERSON
Jennie,PERSON
Susanna,PERSON
Houston,GPE
1234567890,CARDINAL
Union Mobile,ORG
Mercedes,ORG
today,DATE
one,CARDINAL
morning,TIME
Union Mobile,ORG
Gideon,PERSON
today,DATE
today,DATE
Sylvia,PERSON
the entire six months,DATE
Jarvis,PERSON
Bulah,PERSON
Sophie,PERSON
escalate,ACTION
DIY,ORG
Francesco,PERSON
Rayford,ORG
today,DATE
Eve,PERSON
Duwayne,PERSON
Tonya,PERSON
Union Mobile,ORG
John,PERSON
Tamera,PERSON
Union Mobile,ORG
Tobias,PERSON
today,DATE
Lizabeth,NORP
Roberta,PERSON
Martina,PERSON
internet,SERVICE
Union Mobile,ORG
Linda,PERSON
today,DATE
Tessa,PERSON
Inga,ORG
24 to 48 hours,TIME
25,MONEY
Willis,PERSON
It'm,PERSON
today,DATE
Elliott,PERSON
PIN,ORG
123,CARDINAL
Union Mobile,ORG
IoT,ORG
Kelley,PERSON
PIN,ORG
Francis,PERSON
Union Mobile,ORG
Ora,PERSON
one,CARDINAL
10,MONEY
the month,DATE
XXXXXXX,PERSON
last week,DATE
Casey,PERSON
today,DATE
data plan,SERVICE
Tamra,PERSON
Anderson,PERSON
Lilah,PERSON
One,CARDINAL
1000 minute,TIME
50,MONEY
500 minute,TIME
30,MONEY
XX-XXXX-XXXX-1234,PERSON
SIM card,PRODUCT
SIM card,PRODUCT
Union Mobile,ORG
Sean,PERSON
today,DATE
Carrol,PERSON
10,CARDINAL
GB,GPE
60,MONEY
20,CARDINAL
GB,GPE
80,MONEY
30,CARDINAL
GB,GPE
100,MONEY
Kristy,PERSON
Maricela,PERSON
PIN,ORG
the last,DATE
Bernie,PERSON
data plan,SERVICE
monthly,DATE
Margret,PERSON
One,CARDINAL
1-800-123-4567,CARDINAL
data plan,SERVICE
router,PRODUCT
30 seconds,TIME
about an hour to an hour and a half,TIME
afternoon,TIME
Union Mobile,ORG
Stacie,PERSON
today,DATE
Union Mobile,ORG
5,CARDINAL
Europe,LOC
Benton,PERSON
voicemail,SERVICE
roaming,SERVICE
Ryan,PERSON
today,DATE
first,ORDINAL
Secure Storage,ORG
Video Safe,ORG
Sherry,PERSON
Helena,GPE
today,DATE
Union Mobile,ORG
Axel,PERSON
data plan,SERVICE
Olga,PERSON
Union Mobile,ORG
Oralia,PERSON
Judith,PERSON
Maritza,PERSON
today,DATE
Stacy,PERSON
Union Mobile,ORG
Janna,PERSON
today,DATE
Benito,PERSON
a great day,DATE
Germaine,PERSON
Union Mobile,ORG
Cruz,PERSON
this month,DATE
Jackie,PERSON
upgrade,ACTION
one,CARDINAL
1234567890,CARDINAL
Union Mobile,ORG
Nicolas,PERSON
today,DATE
Karin,PERSON
Union Mobile,ORG
Union Mobile,ORG
Camilla,PERSON
today,DATE
50,MONEY
monthly,DATE
William,PERSON
2GB,MONEY
today,DATE
SIM card,PRODUCT
Beatrice,PERSON
today,DATE
Lura,WORK_OF_ART
three,CARDINAL
the Basic Plan,LAW
the Premium Plan,LAW
minutes,TIME
one,CARDINAL
Cleta,ORG
Kathrine,PERSON
router,PRODUCT
internet,SERVICE
PIN,ORG
1234,CARDINAL
PIN,ORG
1234,CARDINAL
Crissy,PERSON
the International Premium Plan,ORG
Maryellen,PERSON
Chester,GPE
Union Mobile,ORG
Wi-Fi,ORG
Adell,PERSON
Union Mobile,ORG
today,DATE
Garth,PERSON
cancel,ACTION
Glennie,PERSON
Wi-Fi,ORG
Kip,PERSON
SIM card,PRODUCT
weeks,DATE
afternoon,TIME
Union Mobile,ORG
Jimmy,PERSON
today,DATE
Neal,PERSON
refund,ACTION
a few days ago,DATE
today,DATE
Gmail,ORG
First,ORDINAL
the Google Play Store,EVENT
Blake,PERSON
minutes,TIME
second,ORDINAL
Isabella,PERSON
Leora,PERSON
XYZ,ORG
Canada,GPE
Union Mobile,ORG
Lyric,PERSON
today,DATE
Freeda,ORG
today,DATE
subscription,SERVICE
Union Mobile,ORG
Al're,PERSON
Sophie,PERSON
Dolores,PERSON
Union Mobile,ORG
Beulah,PERSON
Vinnie,PERSON
today,DATE
Jabari,PERSON
afternoon,TIME
Union Mobile,ORG
Everett,PERSON
today,DATE
2,CARDINAL
Quinton,PERSON
today,DATE
IoT,ORG
Janae,PERSON
Kinsley,PERSON
Juan,PERSON
today,DATE
Amya,PERSON
today,DATE
Wilson,PERSON
One,CARDINAL
Therese,PERSON
Dottie,PERSON
Good day,DATE
Ladonna,PERSON
Blane,PERSON
Doloris,PERSON
PIN,ORG
the last,DATE
One,CARDINAL
voicemail,SERVICE
Ava,PERSON
the next 15 minutes,TIME
Carma,PERSON
Union Mobile,ORG
Gertie,PERSON
Elmer,PERSON
Cleo,PERSON
reset,ACTION
555,CARDINAL
SMS,ORG
reset,ACTION
SMS,ORG
Capitola,GPE
iPhone,PRODUCT
16.2,CARDINAL
Maranda,PERSON
Elias,PERSON
Max,PERSON
data plan,SERVICE
Ira,PERSON
Union Mobile,ORG
Yeahpauses,GPE
5.0,CARDINAL
1542367890,CARDINAL
Debora at Union Mobile,ORG
upgrade,ACTION
today,DATE
Minnie,PERSON
5,CARDINAL
500 minutes,TIME
70,MONEY
Pearl,PERSON
Phone Service,ORG
555,CARDINAL
Union Mobile,ORG
Alison,ORG
today,DATE
the 15th of this month,DATE
Marcos,PERSON
months,DATE
last week,DATE
Vesta,ORG
Candice,PERSON
Canada,GPE
Union Mobile,ORG
Bessie,PERSON
Emilia,PERSON
Data plan,SERVICE
the past few days,DATE
upgrade,ACTION
voicemail,SERVICE
Virginia,GPE
data plan,SERVICE
5,CARDINAL
GB,GPE
data plan,SERVICE
2GB,CARDINAL
roaming,SERVICE
Virginia,GPE
Europe,LOC
two weeks,DATE
Adolfo,PERSON
dropped calls,ISSUE
cancel,ACTION
cancel,ACTION
refund,ACTION
Sherry,PERSON
Mattie,PERSON
Lily,PERSON
Eleanor,PERSON
today,DATE
Blanca,PERSON
Lani,PERSON
Smart Speakers with Voice Assistants,ORG
Wi-Fi,LOC
Union Mobile,ORG
Santa,GPE
today,DATE
Morgan,PERSON
Union Mobile,ORG
today,DATE
Evelina,PERSON
PIN,ORG
1234,CARDINAL
afternoon,TIME
Union Mobile,ORG
Merritt,PERSON
today,DATE
years,DATE
South,LOC
from hour,TIME
Raquan,PERSON
First,ORDINAL
the Google Drive,FAC
Google,ORG
Next,WORK_OF_ART
reset,ACTION
Google,ORG
Cloud Storage,WORK_OF_ART
Luvenia,PERSON
Audie,PERSON
today,DATE
Dominick,PERSON
afternoon,TIME
Union Mobile,ORG
Joyce,PERSON
today,DATE
Halie,PERSON
Renee,PERSON
IoT,ORG
One,CARDINAL
Wi-Fi,ORG
Cloud,GPE
PBX,PRODUCT
Theodora,PERSON
SIM card,PRODUCT
20,MONEY
5,CARDINAL
500 minutes,TIME
500,CARDINAL
30,MONEY
Darrel,PERSON
PIN,ORG
one,CARDINAL
Christopher,PERSON
today,DATE
Laurel,GPE
morning,TIME
Union Mobile,ORG
Rene,PERSON
today,DATE
Jessica,PRODUCT
Courtney,PERSON
an additional year,DATE
500,CARDINAL
MB,ORG
50 minutes,TIME
40,MONEY
1GB,CARDINAL
100 minutes,TIME
60,MONEY
2GB,CARDINAL
200 minutes,TIME
80,MONEY
one,CARDINAL
data plan,SERVICE
10,CARDINAL
GB,GPE
50,MONEY
Tami,PERSON
Grant,PERSON
today,DATE
Premlimited Talk &,ORG
5,CARDINAL
upgrade,ACTION
Minnie,PERSON
Zella,PERSON
today,DATE
Union Mobile,ORG
Monica,PERSON
today,DATE
Noel,PERSON
"the ""Business Unlimited",ORG
5,CARDINAL
today,DATE
Brittany,PERSON
Shirlee,PERSON
James,PERSON
today,DATE
Brien,PERSON
Doreen Smith,PERSON
123,CARDINAL
Jo,PERSON
today,DATE
Skylar,PERSON
over an hour,TIME
Corine,NORP
Essie,GPE
Isabell,PERSON
today,DATE
Johnnie,PERSON
Union Mobile,ORG
Delphia,GPE
today,DATE
Nathanial,PERSON
Hilary,PERSON
SMS,ORG
reset,ACTION
Norah,PERSON
today,DATE
Dixie,PERSON
IoT,ORG
Elmer,PERSON
upgrade,ACTION
today,DATE
Esmeralda,PERSON
PIN,ORG
Bobby,PERSON
123,CARDINAL
Anytown,GPE
USA,GPE
Mildred Smith,PERSON
555,CARDINAL
Vincent,PERSON
Blair,PERSON
Sonny,PERSON
Wi-Fi,LOC
Union Mobile,ORG
Milagros,PRODUCT
today,DATE
the next 24 hours,TIME
Union Mobile,ORG
Georgine,PERSON
Cecile,PERSON
Carolina,GPE
PIN,ORG
1234,CARDINAL
Nina,PERSON
Alvena,GPE
Jeanette,PERSON
this month,DATE
Charlotte,GPE
Mary,PERSON
Location,WORK_OF_ART
Location Access,ORG
Location Services,WORK_OF_ART
Milton,PERSON
Karl,PERSON
Union Mobile,ORG
Allie,PERSON
today,DATE
Stacy,PERSON
1234567890,DATE
555-555-1234,MONEY
morning,TIME
Union Mobile,ORG
Eliza,PERSON
today,DATE
Elmer,PERSON
5,CARDINAL
500 minutes,TIME
minutes,TIME
Madisen,PERSON
PIN,ORG
1-800-123-4567,CARDINAL
Mitzi,PERSON
Union Mobile,ORG
Julianne,PERSON
Location Services,ORG
200 minutes,TIME
20,MONEY
Evangelina,PERSON
IoT,ORG
Union Mobile,ORG
Nettie with Union Mobile,ORG
today,DATE
Jay,PERSON
data plan,SERVICE
5,CARDINAL
Wi-Fi,LOC
30 million,CARDINAL
20%,PERCENT
first month's,DATE
Tory,PERSON
today,DATE
Okaypause,PERSON
Samsung Galaxy S21,PRODUCT
BenQ,ORG
Angelica,PERSON
Elsie,PERSON
Darwin,PERSON
subscription,SERVICE
1234567890,CARDINAL
Fitbit Versa,PRODUCT
Europe,LOC
two weeks,DATE
France,GPE
Italy,GPE
Spain,GPE
Sara,PERSON
the X-Gamble,ORG
Union Mobile's,ORG
1234,CARDINAL
Alberto,PERSON
Cassandra,PERSON
today,DATE
Wilhelmina,PERSON
First,ORDINAL
Union Mobile,ORG
Grayce,LOC
today,DATE
Gregg,PERSON
Salvador,GPE
PIN,ORG
1234,CARDINAL
Brad,PERSON
today,DATE
data plan,SERVICE
Sara,PERSON
Harlan,PERSON
PIN,ORG
1234,CARDINAL
roaming,SERVICE
10GB Pay,QUANTITY
today,DATE
roaming,SERVICE
Roaming,SERVICE
Roaming,SERVICE
roaming,SERVICE
Union Mobile,ORG
Kassidy,PERSON
today,DATE
Find My Phone,WORK_OF_ART
Retha,PERSON
555-555-1234,MONEY
Lizabeth,PERSON
iPhone,PRODUCT
First,ORDINAL
Union Mobile,ORG
Dalia,PERSON
today,DATE
Vella,PERSON
Mohammed,PERSON
Union Mobile,ORG
Zaire,GPE
today,DATE
1234567890,DATE
Carson,PERSON
PIN,ORG
1234,CARDINAL
Georgiana,PERSON
TimName,PERSON
Timothy,PERSON
Frederick,PERSON
afternoon,TIME
Union Mobile,ORG
Mackenzie,PERSON
today,DATE
20,MONEY
20%,PERCENT
Neva,PERSON
Union Mobile,ORG
Stella,PERSON
Gladys,PERSON
upgrade,ACTION
Union Mobile,ORG
Nadine,PERSON
today,DATE
about 9012,CARDINAL
roaming,SERVICE
weeks,DATE
Dulcie!,ORG
today,DATE
Unfortunately're,ORG
the next hour hours,TIME
Dawn,PERSON
Latonya,PERSON
Thomas,PERSON
1234567890,CARDINAL
IoT,ORG
internet,SERVICE
internet,SERVICE
Almeda,PERSON
Kelly,PERSON
refund,ACTION
Eloise,PERSON
today,DATE
Bonita,GPE
IoT,ORG
Caron,PERSON
Lelia,GPE
Cyber,PRODUCT
hours,TIME
Union Mobile,ORG
Tressie,GPE
today,DATE
Micky,PERSON
today,DATE
Claudia,PERSON
Noel,PERSON
Tyrone,GPE
Wilhelmina,PERSON
morning,TIME
Union Mobile,ORG
Kelsey,PERSON
today,DATE
Jemima,PERSON
today,DATE
a Razer Raiju,WORK_OF_ART
Gladys,PERSON
Sonny,PERSON
Union Mobile,ORG
Margie,PERSON
today,DATE
Union Mobile,ORG
Andreas,PERSON
today,DATE
Kelly,PERSON
First,ORDINAL
API,ORG
Gotright,PERSON
5,CARDINAL
100 minutes,TIME
50,MONEY
10,CARDINAL
GB,ORG
200 minutes,TIME
100,MONEY
1,MONEY
5,MONEY
MB,ORG
IoT,ORG
555,CARDINAL
PIN,ORG
1234,CARDINAL
Gotright,PERSON
Kaitlyn,PERSON
today,DATE
today,DATE
Angeline,PERSON
Elaine,PERSON
Firstly,ORDINAL
roaming,SERVICE
Secondly,ORDINAL
Wi-Fi,ORG
WhatsApp,ORG
Viber,PRODUCT
Carter,PERSON
today,DATE
Wi-Fi,ORG
Union Mobile,ORG
Mia,PERSON
today,DATE
Marcia,PERSON
Union Mobile,ORG
internet,SERVICE
8/10,CARDINAL
Brandon,PERSON
today,DATE
Bettie,PERSON
Agustin,ORG
Rayshawn,PERSON
today,DATE
Margarita,ORG
Mobile,ORG
Union Mobile,ORG
50,MONEY
daily,DATE
100,MONEY
Everette,PERSON
one,CARDINAL
Oliver,PERSON
Oscar,PERSON
PIN,ORG
the last,DATE
Alene,PERSON
James,PERSON
Jimmie,PERSON
one,CARDINAL
today,DATE
the Basic Messaging Plan,LAW
500,CARDINAL
MMS,ORG
500,CARDINAL
0.10,MONEY
Howard,PERSON
Marlon,PERSON
Clare,PERSON
Yolanda,PERSON
Union Mobile,ORG
internet,SERVICE
Union Mobile,ORG
Brendon,PERSON
today,DATE
Aron,PERSON
Elaine,PERSON
Lazaro,PERSON
the last,DATE
Karen,PERSON
one,CARDINAL
20,MONEY
roaming,SERVICE
Amanda,PERSON
Union Mobile,ORG
Andres,PERSON
monthly,DATE
Submit,WORK_OF_ART
Evelyn,PERSON
Union Mobile,ORG
Cristobal,PERSON
Yadira,PERSON
afternoon,TIME
Union Mobile,ORG
Gail,PERSON
1234,CARDINAL
Kelvin,PERSON
data plan,SERVICE
Mary,PERSON
Marshall,PERSON
Janelle,PERSON
Beverley,PERSON
Apple,ORG
Samsung,ORG
Google,ORG
30,MONEY
1GB,GPE
Canada,GPE
February 1st,DATE
Mexico,GPE
January 3rd,DATE
Kendall,PERSON
today,DATE
router,PRODUCT
Parker,PERSON
Jasmyn,PERSON
One,CARDINAL
100.00,MONEY
Union Mobile,ORG
Arleen,PERSON
today,DATE
1234567890,CARDINAL
Gabriela,PERSON
Dion,PERSON
IoT,ORG
Thank're,ORG
Union Mobile,ORG
1234,CARDINAL
Eloy,PERSON
upgrade,ACTION
PIN,ORG
1234,CARDINAL
Tomas,PERSON
Carlos,PERSON
Data Support,ORG
Marsha,PERSON
First,ORDINAL
Locationrivacy,WORK_OF_ART
Loula,PERSON
Joshua,PERSON
PIN,ORG
the last,DATE
1234,CARDINAL
today,DATE
first,ORDINAL
reset,ACTION
Rudy,PERSON
Abdul,PERSON
two,CARDINAL
second,ORDINAL
Silvia,PERSON
William,PERSON
Shawn,PERSON
Cloud Photo Storage,WORK_OF_ART
Kathryne,GPE
Union Mobile,ORG
Barron,PERSON
today,DATE
3-5,CARDINAL
Camryn,PERSON
1234-5678-9012,PHONE_NUMBER
Lila,PERSON
data plan,SERVICE
First,ORDINAL
Alena,PERSON
Union Mobile,ORG
this month,DATE
Union Mobile,ORG
Leon,PERSON
today,DATE
Lenny,PERSON
Neva,PERSON
1234,CARDINAL
Sally,PERSON
It'm,PERSON
PIN,ORG
1234,CARDINAL
Union Mobile,ORG
a great day,DATE
PIN,ORG
5678,CARDINAL
Yetta,ORG
Union Mobile,ORG
Lily,PERSON
today,DATE
Lucinda,PERSON
555,CARDINAL
Instagram Reels,ORG
a few years old,DATE
Alexander,PERSON
SMS,ORG
MMS,ORG
morning,TIME
Union Mobile,ORG
Carter,PERSON
today,DATE
1234,CARDINAL
Filomena,PERSON
reset,ACTION
Cloud Machine Learning,ORG
today,DATE
Philip,PERSON
iPhone,PRODUCT
12,CARDINAL
50,CARDINAL
GB,GPE
Betty,PERSON
100GB,MONEY
10,MONEY
1234,CARDINAL
Andy,PERSON
Kailyn,PERSON
PIN,ORG
Collette,PERSON
Henry,PERSON
Pamala,GPE
Jim,PERSON
a complimentary month,DATE
Kasey,PERSON
ABC12345,ACCOUNT_ID
Rickie,PERSON
refund,ACTION
Johnathan,PERSON
3-5,CARDINAL
today,DATE
today,DATE
Ahmed,PERSON
PIN,ORG
the last,DATE
Union Mobile,ORG
Winifred,PERSON
today,DATE
Virgil,PERSON
upgrade,ACTION
Marlys,PERSON
Union Mobile,ORG
Alta,ORG
today,DATE
Helena,GPE
Kent,PERSON
internet,SERVICE
Quincy,GPE
escalate,ACTION
Union Mobile,ORG
Susan,PERSON
24 to 48 hours,TIME
Sharron,PERSON
Greatright,ORG
a fantastic day,DATE
Camron,PERSON
1234567890,CARDINAL
Corinne,PERSON
Lor,PERSON
XYZ Healthcare,ORG
1234567890,CARDINAL
Jody,PERSON
7-10,CARDINAL
AI,ORG
Sarah,PERSON
Georgina,PERSON
today,DATE
Jennifer,PERSON
Anthony,PERSON
Union Mobile,ORG
two,CARDINAL
IoT,ORG
router,PRODUCT
Bernard,PERSON
Betha,PERSON
Union Mobile,ORG
Rene,PERSON
today,DATE
1234567890,CARDINAL
Cathrine,PERSON
Union Mobile,ORG
Alaina,PERSON
today,DATE
the Union Mobile,ORG
Catherine,PERSON
Union Mobile,ORG
Alisa,PERSON
dropped calls,ISSUE
Jenny,PERSON
One,CARDINAL
upgrade,ACTION
Sade,PERSON
Evan,PERSON
Francisco,GPE
Titus,PERSON
First,ORDINAL
reset,ACTION
reset,ACTION
France,GPE
Italy,GPE
Spain,GPE
two weeks,DATE
escalate,ACTION
XXXXXXX,PERSON
next Friday,DATE
Rachel,PERSON
the last,DATE
Toby,PERSON
about 15 minutes,TIME
1234567890,CARDINAL
Dwaine,PERSON
a good day,DATE
Doretha,PERSON
IoT,ORG
today,DATE
One,CARDINAL
Unlimited Plan,WORK_OF_ART
60,MONEY
Data Plan,SERVICE
a Prepaid Plan,LAW
Bryson,PERSON
Saul,PERSON
IoT,ORG
today,DATE
upgrade,ACTION
cancel,ACTION
Union Mobile,ORG
Lina,PERSON
today,DATE
Alana,PERSON
IoT,ORG
Cara,PERSON
a month,DATE
Sophie,PERSON
weeks,DATE
Shona,PERSON
Union Mobile,ORG
Henry,PERSON
today,DATE
Janay,PERSON
the last,DATE
Visa,ORG
Dixie,PERSON
today,DATE
Lillian,PERSON
today,DATE
Rosanne,PERSON
Earl,PERSON
data plan,SERVICE
regular minutes,TIME
Dorian,PERSON
Genevieve,PERSON
today,DATE
1234567890,CARDINAL
Union Mobile,ORG
a great day,DATE
Melissa,PERSON
Carol,PERSON
Union Mobile,ORG
internet,SERVICE
Dorothea,PERSON
today,DATE
Brandi,PERSON
Selina,PERSON
Ione Smith,PERSON
123,CARDINAL
Anytown,GPE
USA,GPE
today,DATE
Giovanni,PERSON
Union Mobile,ORG
Bertha,PERSON
today,DATE
a few years old,DATE
Beatrice,PERSON
"the ""Auto Pay",WORK_OF_ART
each month,DATE
today,DATE
Brigitte,PERSON
Magnolia,GPE
the last,DATE
Tera,PERSON
Brandt,PERSON
today,DATE
Union Mobile,ORG
Union Mobile,ORG
Elias,PERSON
today,DATE
Luciano,PERSON
today,DATE
"Goodbye, Loyd",ORG
Union Mobile,ORG
Catharine,PERSON
Bob Bobbie,PERSON
Union Mobile,ORG
Eartha,PERSON
Edwin,PERSON
Microsoft,ORG
Union Mobile,ORG
Deena,PERSON
today,DATE
Adrienne,PERSON
Fred,PERSON
PIN,ORG
1234,CARDINAL
Renae,PERSON
Nichol,PERSON
Jackie,PERSON
Kiera,PERSON
data plan,SERVICE
today,DATE
Alexus,PERSON
Jenna,PERSON
Yusuf,PERSON
today,DATE
afternoon,TIME
Union Mobile,ORG
Marty,PERSON
today,DATE
Cathryn,PERSON
Union Mobile,ORG
5,CARDINAL
GB International Data Bundle,ORG
Fritz,PERSON
Bryan,PERSON
today,DATE
1234,CARDINAL
Marley,PERSON
today,DATE
Dianne,PERSON
data plan,SERVICE
roaming,SERVICE
Andrew,PERSON
Krissy,PERSON
300,MONEY
Samsung Galaxy S21,PRODUCT
86,CARDINAL
3,CARDINAL
voicemail,SERVICE
Marcia Smith,PERSON
"January 1st, 1995",DATE
Alyssia,ORG
today,DATE
Jaqueline,PERSON
Mya,PERSON
Florine,PERSON
Spanish,LANGUAGE
Union Mobile,ORG
today,DATE
wouldll,PERSON
10,MONEY
Union Mobile,ORG
Bernadine,PERSON
today,DATE
123,CARDINAL
Ella,PERSON
iPhone,PRODUCT
Union Mobile,ORG
Sandy,PERSON
reset,ACTION
data plan,SERVICE
internet,SERVICE
Lorena,PERSON
Portia,PERSON
upgrade,ACTION
feww,FAC
Yolanda,PERSON
SIM card,PRODUCT
one,CARDINAL
one,CARDINAL
Great're,PERSON
Avery,ORG
Union Mobile,ORG
first,ORDINAL
Union Mobile,ORG
Jeramy,PERSON
today,DATE
Union Mobile,ORG
Shaun,PERSON
today,DATE
One,CARDINAL
Union Mobile,ORG
Perry,PERSON
today,DATE
Shaquille,PERSON
Rachel,PERSON
50,MONEY
Myra,PERSON
First,ORDINAL
San Francisco,GPE
3-5,CARDINAL
upgrade,ACTION
2-day,DATE
an additional $10,MONEY
Celia,PERSON
Union Mobile,ORG
Freida,PERSON
Union Mobile,ORG
Jacquelyn,PERSON
today,DATE
Rhoda,PERSON
Premium Mobile Wi-Fi,ORG
monthly,DATE
subscription,SERVICE
60,MONEY
Union Mobile,ORG
PIN,ORG
1234,CARDINAL
Eunice,PERSON
today,DATE
one,CARDINAL
subscription,SERVICE
replace,ACTION
1234567890,CARDINAL
Beulah,PERSON
Unlimited Voice,ORG
Data plan,SERVICE
two,CARDINAL
data plan,SERVICE
Burt,PERSON
Nona,PERSON
Heath,PERSON
Antony,PERSON
today,DATE
today,DATE
Fidel,PERSON
Arnoldo,PERSON
Caroline,PERSON
1234567890,CARDINAL
Reyn,PERSON
Jazmin,PERSON
Diamond,PERSON
theQ,DATE
Dora,PERSON
router,PRODUCT
Union Mobile,ORG
Amie,PERSON
today,DATE
Francisca,PERSON
Marlena,PERSON
Aniya,PERSON
Valerie,PERSON
Union Mobile,ORG
today,DATE
Willie,PERSON
Kirt,PERSON
Union Mobile,ORG
refund,ACTION
escalate,ACTION
Sarah,PERSON
Magdalene,PERSON
Mobile,ORG
500,CARDINAL
MB,ORG
5,MONEY
